Model,avg-acc,avg-recall,avg-f1,modelName,loss,pretrained_path,model_save_path,eval,res_save_path,data_dir,test_dir,gpu_ids,n_channels,n_classes,feature_maps,bilinear,early_stop,scheduler,scheduler_criterion,valid,optim,lr,momentum,weight_decay,epochs,save_figure_path,center_enforcement,display,colored,MORPH_KERNEL,MORPH_ITERATIONS,DILATE_ITERATIONS,ERODE_ITERATIONS,DIST_THRESHOLD,REAL_THRESHOLD,crop_size,crop,batch_size,using_cuda,device,cur_time,seed,save
unet,"(91.93, 0.48)","(77.27, 1.74)","(74.15, 1.56)",unet,bce,,results/model_saves,,results/result_saves,./../q2_data/train/,./../q2_data/val/,[0],3,1,32,False,6,True,f1,0.15,rmsprop,0.0001,0.9,1e-08,40,./figure,False,False,False,3,3,3,4,0.4,0.5,384,True,5,True,cuda:0,5,"[1, 11, 111, 1111, 11111]",True
