Model,avg-acc,avg-recall,avg-f1,modelName,loss,pretrained_path,model_save_path,eval,res_save_path,data_dir,gpu_ids,n_channels,n_classes,feature_maps,bilinear,early_stop,scheduler,scheduler_criterion,valid,optim,lr,momentum,weight_decay,epochs,save_epochs,save_figure_path,center_enforcement,display,BLUR_KERNEL,MORPH_KERNEL,MORPH_ITERATIONS,DIST_THRESHOLD,BG_THRESHOLD,FG_THRESHOLD,REAL_THRESHOLD,crop_size,crop,batch_size,using_cuda,device,cur_time,seed,save
unet,"(91.76, 1.12)","(80.15, 2.33)","(74.79, 2.25)",unet,bce,,results/model_saves,,results/result_saves,./../q2_data/train/,[0],3,1,32,False,6,True,f1,0.15,rmsprop,0.0001,0.9,1e-08,40,5,./figure,False,True,3,3,3,0.5,0.3,0.83,0.5,384,True,10,True,cuda:0,3,1111,True
